,location,total_sqft,bath,price,bhk,encoded_loc
7234,others,935.0,2,45.9,2,245
7235,Gollarapalya Hosahalli,1905.0,3,86.0,4,86
7236,Chikkabanavar,1500.0,4,105.0,4,61
7237,Bannerghatta Road,1725.0,3,85.0,3,37
7238,others,1120.0,2,36.0,2,245
7239,Brookefield,1750.0,2,75.0,3,54
7240,7th Phase JP Nagar,2000.0,3,77.0,3,7
7241,Koramangala,1745.0,3,98.0,3,152
7242,Uttarahalli,1270.0,2,55.25,3,230
7243,Iblur Village,5384.0,5,420.0,5,114
7244,Sahakara Nagar,1180.0,2,72.0,2,203
7245,others,1130.0,2,75.0,2,245
7246,Ardendale,1723.0,3,95.0,3,20
7247,Mysore Road,1175.0,2,70.5,2,175
7248,Ambalipura,1607.0,2,112.0,3,13
7249,others,1334.0,2,62.0,2,245
7250,Vishwapriya Layout,2800.0,5,130.0,5,237
7251,Bannerghatta,1113.0,2,70.0,2,36
7252,9th Phase JP Nagar,1300.0,2,58.0,3,9
7253,Sahakara Nagar,1200.0,2,60.0,2,203
7254,Whitefield,2956.0,5,234.0,4,239
7255,Panathur,1398.0,2,97.0,2,191
7256,Margondanahalli,1152.0,1,66.0,2,170
7257,Nagavara,1110.0,2,44.95,2,182
7258,Devarachikkanahalli,1116.0,2,47.0,2,69
7259,Babusapalaya,1061.0,2,33.84,2,27
7260,Yelahanka,1270.0,2,57.0,2,241
7261,others,966.0,2,50.0,2,245
7262,Iblur Village,3596.0,5,297.0,4,114
7263,others,1630.0,3,131.0,3,245
7264,Amruthahalli,1202.0,2,65.0,2,15
7265,Jakkur,1300.0,2,80.0,2,117
7266,Electronic City,1360.0,2,70.0,3,78
7267,Hennur Road,1155.0,2,69.18,2,102
7268,Hulimavu,1011.0,2,38.0,2,111
7269,HSR Layout,1203.0,2,72.0,2,95
7270,Hebbal,1645.0,3,113.0,3,98
7271,Horamavu Agara,1364.0,2,50.0,3,104
7272,others,1050.0,2,41.0,1,245
7273,Kothanur,1365.0,3,66.0,3,154
7274,Jigani,1252.0,3,70.0,3,120
7275,Panathur,1065.0,2,58.0,2,191
7276,Sahakara Nagar,1032.0,2,45.0,2,203
7277,Sector 2 HSR Layout,1515.0,2,69.0,3,210
7278,others,1427.0,2,52.0,2,245
7279,Magadi Road,940.0,2,50.0,2,163
7280,Bannerghatta Road,1460.0,2,80.0,3,37
7281,Sarjapur  Road,2275.0,4,175.0,3,207
7282,9th Phase JP Nagar,1522.0,3,90.0,3,9
7283,Thanisandra,1185.0,2,42.67,2,223
7284,others,5425.0,13,275.0,13,245
7285,Banashankari,1800.0,3,125.0,3,29
7286,Electronics City Phase 1,940.0,2,44.0,2,80
7287,Marathahalli,1530.0,3,71.0,3,169
7288,others,1050.0,2,48.0,2,245
7289,Subramanyapura,929.0,2,49.0,2,219
7290,Banjara Layout,3750.0,5,145.0,4,35
7291,Whitefield,1530.0,3,75.0,3,239
7292,others,900.0,2,48.0,2,245
7293,Vasanthapura,978.0,2,34.22,2,233
7294,Ambalipura,770.0,1,43.82,1,13
7295,Kaval Byrasandra,1066.0,2,55.0,2,141
7296,Whitefield,1015.0,2,45.0,2,239
7297,Hebbal,1175.0,2,54.05,2,98
7298,Vidyaranyapura,1188.0,2,50.0,2,234
7299,others,620.0,1,25.0,1,245
7300,others,1210.0,2,75.0,2,245
7301,Rajaji Nagar,1500.0,2,99.0,3,198
7302,Thanisandra,1185.0,2,43.66,2,223
7303,Basavangudi,1600.0,3,130.0,3,38
7304,Yelahanka,1300.0,2,69.23,2,241
7305,Kasavanhalli,1100.0,2,68.0,2,138
7306,Ambalipura,860.0,2,28.93,2,13
7307,Panathur,1007.0,2,64.0,2,191
7308,Akshaya Nagar,1100.0,2,48.0,2,12
7309,Whitefield,1187.0,2,38.0,2,239
7310,R.T. Nagar,1150.0,2,72.0,2,195
7311,others,1180.0,2,41.94,2,245
7312,Budigere,1820.0,3,85.2,3,55
7313,KR Puram,3628.0,4,246.0,4,122
7314,others,1430.0,3,70.0,3,245
7315,others,1200.0,1,70.0,2,245
7316,Old Madras Road,1165.0,2,40.77,2,188
7317,Jalahalli,1569.0,3,118.0,3,118
7318,others,1950.0,4,95.0,3,245
7319,others,1200.0,3,70.0,2,245
7320,Yelahanka New Town,2437.0,3,125.0,3,242
7321,Marathahalli,950.0,2,46.7,2,169
7322,Bellandur,1685.0,3,115.0,3,43
7323,Green Glen Layout,3270.0,4,205.0,4,88
7324,Sarjapur  Road,1314.0,2,110.0,2,207
7325,others,1250.0,3,40.0,3,245
7326,others,1130.0,2,68.0,2,245
7327,Whitefield,2247.0,3,145.0,3,239
7328,Marathahalli,1550.0,3,85.0,3,169
7329,Hoodi,1715.0,2,100.0,3,103
7330,Hennur Road,1053.0,2,53.0,2,102
7331,Begur Road,1200.0,3,50.0,3,42
7332,Chikkabanavar,2400.0,4,97.0,5,61
7333,others,1245.0,1,60.0,2,245
7334,Whitefield,3940.0,5,265.0,4,239
7335,Thanisandra,1241.0,2,65.0,3,223
7336,others,1390.0,2,50.0,3,245
7337,Kanakpura Road,1100.0,2,52.97,3,135
7338,Koramangala,1350.0,2,103.0,2,152
7339,others,800.0,2,55.0,2,245
7340,Sarjapur  Road,1787.0,3,116.0,3,207
7341,Sarjapur  Road,1691.0,3,93.01,3,207
7342,Chikka Tirupathi,2325.0,3,95.0,3,60
7343,Akshaya Nagar,1896.0,3,102.0,3,12
7344,Banashankari Stage V,1540.0,3,48.51,3,32
7345,others,1244.0,2,95.0,2,245
7346,Hormavu,1365.0,2,65.0,3,106
7347,Thanisandra,580.0,1,27.5,1,223
7348,8th Phase JP Nagar,1513.0,2,62.0,2,8
7349,Banashankari,1175.0,2,41.13,2,29
7350,Thanisandra,2087.0,4,139.0,3,223
7351,Talaghattapura,2273.0,3,145.0,3,222
7352,Thanisandra,2050.0,3,150.0,3,223
7353,others,1200.0,2,75.0,2,245
7354,Whitefield,1190.0,2,59.0,2,239
7355,Thigalarapalya,1830.0,3,133.0,3,224
7356,Channasandra,4278.0,7,299.0,7,59
7357,Sarjapur  Road,1028.0,2,56.0,2,207
7358,Whitefield,1160.0,2,67.0,2,239
7359,Mahadevpura,1505.0,3,78.0,3,164
7360,Sarjapur,1175.0,2,41.68,2,206
7361,others,1100.0,2,57.6,2,245
7362,Devanahalli,1230.0,2,56.45,2,68
7363,others,3100.0,6,165.0,5,245
7364,Old Madras Road,7270.0,7,287.0,5,188
7365,Dodsworth Layout,1340.0,2,71.0,2,74
7366,Banashankari,1750.0,2,89.0,3,29
7367,Banashankari Stage II,1400.0,2,100.0,2,30
7368,Nagarbhavi,1350.0,3,60.0,3,180
7369,others,1675.0,3,62.0,3,245
7370,Thanisandra,1340.0,2,66.33,2,223
7371,Hulimavu,1276.0,2,76.0,2,111
7372,Ramagondanahalli,1738.0,2,76.0,3,200
7373,others,1190.0,2,59.9,2,245
7374,Electronic City,1128.0,2,65.45,2,78
7375,others,1250.0,2,55.0,2,245
7376,others,1450.0,2,90.0,2,245
7377,Kudlu,1084.0,2,53.0,2,155
7378,Kaggadasapura,2150.0,4,90.0,4,125
7379,Hosur Road,1250.0,2,65.0,2,110
7380,Begur,1304.0,3,65.0,3,41
7381,7th Phase JP Nagar,980.0,2,77.44,2,7
7382,others,1275.0,2,49.5,2,245
7383,Banjara Layout,2500.0,4,140.0,3,35
7384,others,3600.0,4,225.0,4,245
7385,Anekal,2400.0,4,95.0,3,18
7386,Kanakpura Road,1450.0,2,70.18,3,135
7387,Electronic City,890.0,2,40.0,2,78
7388,Bannerghatta Road,1340.0,2,85.0,2,37
7389,Vidyaranyapura,1100.0,2,75.0,3,234
7390,Kengeri,750.0,2,40.0,2,143
7391,Akshaya Nagar,1300.0,2,66.0,2,12
7392,others,3200.0,8,130.0,9,245
7393,others,1900.0,2,92.0,3,245
7394,Kanakpura Road,1299.0,2,105.0,2,135
7395,others,1250.0,3,40.0,3,245
7396,Kalkere,925.0,2,55.0,2,129
7397,others,3900.0,3,250.0,3,245
7398,Uttarahalli,1107.0,2,45.0,2,230
7399,Electronics City Phase 1,1300.0,2,67.0,2,80
7400,others,1715.0,3,95.0,3,245
7401,Uttarahalli,1200.0,2,55.0,2,230
7402,Marathahalli,1144.0,2,65.0,2,169
7403,Kanakpura Road,525.0,1,26.01,1,135
7404,others,1400.0,2,56.0,3,245
7405,Balagere,661.0,1,33.0,1,28
7406,Yelahanka,1705.0,3,91.0,3,241
7407,Kadugodi,1430.0,2,55.0,3,124
7408,Marathahalli,1240.0,2,55.0,2,169
7409,Uttarahalli,1330.0,2,46.45,3,230
7410,Banashankari Stage III,1500.0,2,100.0,3,31
7411,Cox Town,1073.0,2,72.0,2,65
7412,Kudlu,1300.0,2,56.0,2,155
7413,Whitefield,1216.0,2,66.88,2,239
7414,Jigani,1252.0,3,59.0,3,120
7415,Hormavu,1196.0,2,44.8,2,106
7416,others,1270.0,2,57.15,3,245
7417,Mico Layout,1171.0,2,39.0,2,172
7418,Kothannur,1215.0,2,48.6,3,153
7419,others,600.0,1,20.0,1,245
7420,Whitefield,1180.0,2,77.0,2,239
7421,Electronic City Phase II,1160.0,2,33.51,2,79
7422,Whitefield,2140.0,3,139.0,3,239
7423,Yeshwanthpur,1500.0,3,100.0,3,244
7424,Banaswadi,1008.0,2,52.0,2,34
7425,Ambedkar Nagar,1921.0,4,129.0,3,14
7426,Electronic City,1127.0,2,32.0,2,78
7427,Rajaji Nagar,1621.0,3,124.0,3,198
7428,others,1030.0,2,77.25,3,245
7429,Whitefield,1314.0,2,84.0,2,239
7430,JP Nagar,1590.0,2,85.0,3,116
7431,Shivaji Nagar,703.0,2,49.5,2,214
7432,Hosakerehalli,1795.0,3,64.62,3,108
7433,Gottigere,3000.0,3,132.0,4,87
7434,Electronic City,825.0,2,35.0,2,78
7435,others,1254.0,2,70.0,3,245
7436,Ramagondanahalli,2040.0,3,114.0,3,200
7437,Nagappa Reddy Layout,1820.0,3,79.5,3,179
7438,Horamavu Agara,1623.0,3,89.0,3,104
7439,Electronic City,1200.0,2,40.5,2,78
7440,Gottigere,1613.0,3,72.0,3,87
7441,others,1293.0,2,80.0,2,245
7442,Kudlu Gate,940.0,2,69.57,2,156
7443,Sarjapur  Road,1181.0,2,65.0,3,207
7444,Marathahalli,1100.0,2,75.0,1,169
7445,others,1050.0,2,36.0,2,245
7446,Subramanyapura,1260.0,2,75.0,3,219
7447,others,1500.0,3,56.0,3,245
7448,others,1000.0,2,66.0,2,245
7449,Whitefield,1530.0,3,73.0,3,239
7450,others,1864.0,3,115.0,3,245
7451,Sarjapur,1575.0,3,55.0,3,206
7452,Raja Rajeshwari Nagar,945.0,2,45.0,2,197
7453,Sarjapur  Road,1691.0,3,100.0,3,207
7454,Electronic City Phase II,1220.0,3,35.25,3,79
7455,Kengeri,600.0,1,35.0,1,143
7456,Whitefield,1160.0,2,39.0,2,239
7457,others,1950.0,2,89.5,3,245
7458,others,2400.0,4,150.0,4,245
7459,Abbigere,795.0,1,32.6,2,11
7460,Kalyan nagar,2285.0,4,165.0,3,130
7461,others,1263.0,2,51.5,2,245
7462,Hennur,1345.0,2,69.0,3,101
7463,others,4400.0,5,240.0,5,245
7464,Electronic City,1360.0,2,58.0,3,78
7465,Sarjapur  Road,1026.0,2,60.55,2,207
7466,others,1050.0,2,38.0,2,245
7467,Uttarahalli,1460.0,3,76.0,3,230
7468,others,1525.0,2,91.48,3,245
7469,Koramangala,1642.0,2,115.0,3,152
7470,others,975.0,2,60.0,2,245
7471,Bisuvanahalli,1075.0,2,44.0,3,49
7472,Panathur,1210.0,2,77.93,2,191
7473,others,2000.0,3,100.0,3,245
7474,Akshaya Nagar,1225.0,2,68.0,2,12
7475,Jakkur,1290.0,2,80.04,2,117
7476,others,1220.0,2,56.0,2,245
7477,others,1500.0,2,85.0,1,245
7478,Kaggadasapura,1361.0,2,79.0,2,125
7479,1st Phase JP Nagar,1394.0,2,85.0,2,2
7480,Yelahanka,870.0,2,27.0,2,241
7481,others,5000.0,5,300.0,4,245
7482,Rajaji Nagar,1222.0,2,98.0,2,198
7483,Bellandur,1846.0,3,135.0,3,43
7484,Yeshwanthpur,1167.0,2,64.08,2,244
7485,Kannamangala,2422.0,4,135.0,4,136
7486,others,1000.0,2,50.0,2,245
7487,Kundalahalli,1260.0,2,58.0,2,158
7488,Jigani,939.0,2,39.0,2,120
7489,Jalahalli,600.0,1,37.0,1,118
7490,8th Phase JP Nagar,1298.0,2,59.0,2,8
7491,Marathahalli,1710.0,3,135.0,3,169
7492,Subramanyapura,1000.0,2,45.0,2,219
7493,Ramagondanahalli,3350.0,3,150.0,3,200
7494,others,1100.0,2,68.0,2,245
7495,Jalahalli,615.0,1,46.0,1,118
7496,Sarjapur  Road,1350.0,2,85.0,2,207
7497,Sultan Palaya,5000.0,5,325.0,4,220
7498,Hegde Nagar,1718.0,3,130.0,3,100
7499,7th Phase JP Nagar,1680.0,3,112.0,3,7
7500,Hulimavu,1500.0,2,90.0,2,111
7501,Sarjapur  Road,1157.0,2,72.0,3,207
7502,Akshaya Nagar,1179.0,2,51.0,2,12
7503,Hulimavu,1942.5,2,60.48,2,111
7504,Jalahalli East,1010.0,2,52.0,2,119
7505,Electronic City,630.0,1,46.0,1,78
7506,Kaval Byrasandra,1025.0,2,60.0,2,141
7507,Hennur Road,1195.0,2,59.0,2,102
7508,Whitefield,1012.0,2,58.0,2,239
7509,Hegde Nagar,1884.0,4,118.0,3,100
7510,Sarjapura - Attibele Road,1090.0,2,37.0,2,208
7511,Harlur,1710.0,3,85.0,3,97
7512,Uttarahalli,1500.0,3,68.0,3,230
7513,Kodichikkanahalli,1310.0,2,53.0,3,146
7514,Dommasandra,674.0,1,19.9,2,76
7515,Hoodi,1350.0,3,70.0,3,103
7516,others,1464.0,2,115.0,3,245
7517,Electronic City,1400.0,2,40.45,3,78
7518,Electronic City Phase II,1625.0,2,48.75,3,79
7519,Electronic City,1065.0,2,30.76,2,78
7520,others,1385.0,3,90.0,3,245
7521,CV Raman Nagar,1040.0,2,50.0,2,56
7522,Haralur Road,1817.0,3,110.0,3,96
7523,others,1205.0,2,47.0,2,245
7524,others,1070.0,2,33.43,2,245
7525,others,1070.0,2,52.0,2,245
7526,Amruthahalli,1340.0,2,75.0,2,15
7527,Kalena Agrahara,980.0,2,35.0,2,128
7528,8th Phase JP Nagar,1006.0,2,44.0,2,8
7529,Thanisandra,1098.0,2,71.0,2,223
7530,Mico Layout,1200.0,2,53.5,2,172
7531,Thigalarapalya,4190.0,4,325.0,4,224
7532,Sarjapur  Road,1019.0,2,62.0,2,207
7533,Whitefield,1150.0,2,40.21,2,239
7534,Anekal,1733.5,3,120.0,3,18
7535,others,1750.0,3,58.0,3,245
7536,others,1537.0,3,81.0,3,245
7537,others,1050.0,2,45.0,2,245
7538,Kanakpura Road,1452.0,3,55.6,3,135
7539,Domlur,1246.0,2,95.0,2,75
7540,Yelahanka,1890.0,4,85.0,3,241
7541,Electronic City Phase II,972.0,2,40.0,2,79
7542,Electronic City,630.0,1,33.7,1,78
7543,others,1255.0,2,60.0,3,245
7544,Doddaballapur,2440.0,3,142.0,3,71
7545,Kanakpura Road,1938.0,3,92.69,3,135
7546,Bannerghatta Road,1711.0,3,125.0,3,37
7547,CV Raman Nagar,1392.0,2,95.0,2,56
7548,Haralur Road,1225.0,2,77.0,2,96
7549,Sarjapur  Road,3418.0,3,235.0,4,207
7550,Green Glen Layout,1750.0,3,120.0,3,88
7551,Subramanyapura,1260.0,2,80.0,3,219
7552,Sarjapur  Road,691.0,1,31.1,1,207
7553,Haralur Road,1285.0,2,78.0,2,96
7554,Hebbal,1590.0,3,96.0,3,98
7555,9th Phase JP Nagar,1571.0,3,65.0,3,9
7556,Hebbal Kempapura,2800.0,5,220.0,5,99
7557,Garudachar Palya,1060.0,2,48.66,2,84
7558,others,2400.0,2,185.0,3,245
7559,Bannerghatta Road,1520.0,2,81.0,3,37
7560,Kanakpura Road,2245.0,0,70.99,3,135
7561,others,1170.0,2,45.51,2,245
7562,OMBR Layout,1580.0,3,75.0,3,186
7563,Ardendale,1777.26,3,89.0,3,20
7564,Raja Rajeshwari Nagar,1303.0,2,55.78,2,197
7565,Kodichikkanahalli,1680.0,2,59.0,2,146
7566,Whitefield,1495.0,2,70.0,3,239
7567,Yelahanka,1835.0,3,108.0,3,241
7568,others,1080.0,2,38.0,2,245
7569,Electronic City,1025.0,2,29.61,2,78
7570,Haralur Road,1225.0,2,67.48,2,96
7571,Balagere,656.0,1,34.77,1,28
7572,Sarjapur  Road,994.0,2,45.0,2,207
7573,others,1025.0,2,65.0,2,245
7574,Marathahalli,1156.0,2,52.0,2,169
7575,JP Nagar,1250.0,2,60.0,2,116
7576,Kundalahalli,3092.0,4,230.0,4,158
7577,Hegde Nagar,1930.0,4,122.0,3,100
7578,others,1020.0,2,70.0,2,245
7579,Kumaraswami Layout,1310.0,2,70.0,3,157
7580,Jalahalli,917.5,1,27.565,1,118
7581,Kanakpura Road,1322.0,2,70.0,2,135
7582,Kothanur,1160.0,2,57.0,2,154
7583,5th Block Hbr Layout,1100.0,2,48.0,2,4
7584,Chikkalasandra,1090.0,2,47.42,2,62
7585,KR Puram,2000.0,2,75.0,2,122
7586,others,1155.0,2,69.0,2,245
7587,Vishveshwarya Layout,4000.0,6,230.0,6,236
7588,Sarjapur  Road,3913.0,5,176.0,4,207
7589,JP Nagar,1125.0,2,39.98,2,116
7590,Yelahanka,1847.0,3,92.0,3,241
7591,7th Phase JP Nagar,1515.0,2,76.0,3,7
7592,Raja Rajeshwari Nagar,3450.0,7,225.0,8,197
7593,Yelahanka,2500.0,3,120.0,5,241
7594,Sarjapur  Road,1130.0,2,55.0,2,207
7595,Bellandur,1049.0,2,51.0,2,43
7596,Amruthahalli,2650.0,4,175.0,3,15
7597,Varthur Road,850.0,2,25.4,2,232
7598,Jakkur,1282.0,2,72.0,2,117
7599,Kalena Agrahara,800.0,2,40.0,2,128
7600,Magadi Road,1318.0,2,68.0,3,163
7601,Kanakpura Road,1698.0,2,105.0,2,135
7602,others,1555.0,2,67.0,3,245
7603,Sarjapur  Road,1881.0,3,145.0,3,207
7604,Yelahanka,1890.0,3,109.0,3,241
7605,Old Madras Road,935.0,2,32.0,2,188
7606,Cox Town,1000.0,2,58.0,2,65
7607,Singasandra,1510.0,3,75.0,3,215
7608,Uttarahalli,1120.0,2,50.0,2,230
7609,Talaghattapura,1175.0,2,62.0,2,222
7610,Bellandur,1350.0,2,63.0,3,43
7611,others,2180.0,4,115.0,4,245
7612,Kasavanhalli,1715.0,3,112.0,3,138
7613,Hebbal,1072.0,2,45.0,2,98
7614,Panathur,1230.0,2,80.0,2,191
7615,Murugeshpalya,1600.0,2,65.0,3,174
7616,Thanisandra,1411.0,3,93.25,3,223
7617,Rayasandra,3600.0,5,145.0,5,202
7618,Jalahalli,2404.0,3,138.0,3,118
7619,Doddathoguru,1208.0,3,45.0,3,73
7620,Haralur Road,1225.0,2,69.84,2,96
7621,Hebbal,1162.0,2,69.0,2,98
7622,Thanisandra,1262.0,2,65.0,3,223
7623,others,1050.0,2,35.0,2,245
7624,Channasandra,1500.0,3,61.95,3,59
7625,others,1610.0,3,85.0,3,245
7626,Whitefield,1340.0,2,41.0,2,239
7627,Sarjapur  Road,2275.0,4,182.0,3,207
7628,others,3150.0,3,135.0,4,245
7629,Hosa Road,1170.0,2,65.0,2,107
7630,Channasandra,1800.0,3,60.0,3,59
7631,Banashankari Stage VI,1423.0,2,71.73,3,33
7632,Kaggadasapura,1106.0,2,40.0,2,125
7633,others,1255.0,2,56.7,2,245
7634,Babusapalaya,1061.0,2,38.95,2,27
7635,others,600.0,2,29.5,2,245
7636,Electronic City Phase II,1400.0,2,40.45,3,79
7637,Domlur,2100.0,3,145.0,3,75
7638,Kengeri,633.0,1,18.0,2,143
7639,ITPL,1334.0,2,55.43,2,113
7640,Hennur Road,2047.0,3,67.55,3,102
7641,others,2597.0,4,189.0,4,245
7642,Bellandur,1211.0,2,63.0,2,43
7643,Hennur Road,1904.0,3,129.0,3,102
7644,Balagere,1205.0,2,73.87,2,28
7645,Yeshwanthpur,1164.0,2,64.08,2,244
7646,others,1410.0,2,73.0,2,245
7647,others,1150.0,2,42.0,2,245
7648,others,1170.0,2,53.11,2,245
7649,Hennur,1420.0,2,62.0,2,101
7650,Panathur,1125.0,2,45.0,2,191
7651,NRI Layout,1789.0,3,75.0,3,177
7652,Hulimavu,1021.0,2,76.0,2,111
7653,Kalena Agrahara,1222.0,2,48.0,2,128
7654,Hennur Road,1981.0,3,134.0,3,102
7655,Yelachenahalli,1103.0,2,55.0,2,240
7656,others,1201.0,2,65.0,2,245
7657,Sarjapur  Road,970.0,2,36.0,2,207
7658,Sarjapur,920.0,2,33.0,2,206
7659,Yeshwanthpur,1520.0,3,85.0,3,244
7660,Sonnenahalli,1268.0,2,75.0,3,218
7661,others,660.0,1,30.0,1,245
7662,Harlur,1755.0,3,115.0,3,97
7663,Hoskote,945.0,2,35.0,2,109
7664,8th Phase JP Nagar,500.0,1,33.0,1,8
7665,Harlur,4145.0,4,153.5,4,97
7666,Rachenahalli,1167.0,2,37.5,2,196
7667,Domlur,1276.0,2,80.0,2,75
7668,Thanisandra,1234.0,2,51.0,2,223
7669,ISRO Layout,1370.0,2,87.0,3,112
7670,Electronic City,1400.0,3,90.0,3,78
7671,others,1050.0,2,40.0,2,245
7672,Ramagondanahalli,1251.0,2,46.0,2,200
7673,Yeshwanthpur,1677.0,3,92.13,3,244
7674,Sarjapur  Road,1346.0,2,67.38,2,207
7675,Electronic City Phase II,1090.0,2,31.48,2,79
7676,Kanakapura,1290.0,2,51.1,3,134
7677,Garudachar Palya,1150.0,2,52.0,2,84
7678,others,950.0,2,65.0,2,245
7679,Ramamurthy Nagar,1050.0,2,51.66,2,201
7680,Hoodi,1660.0,3,131.0,3,103
7681,Nagavarapalya,1134.0,2,55.0,2,183
7682,Hebbal,1100.0,2,60.0,2,98
7683,others,980.0,3,80.0,3,245
7684,others,1080.0,2,37.8,2,245
7685,CV Raman Nagar,705.0,2,50.0,1,56
7686,others,1200.0,2,35.0,3,245
7687,Anandapura,1200.0,2,50.0,2,16
7688,Talaghattapura,1804.0,3,127.0,3,222
7689,Battarahalli,1090.0,2,38.37,2,40
7690,Electronic City,1287.0,3,55.0,3,78
7691,Thigalarapalya,2215.0,4,157.0,3,224
7692,Sarjapur  Road,1045.0,2,42.15,2,207
7693,Hormavu,1263.0,2,47.36,2,106
7694,Whitefield,1431.0,3,85.0,3,239
7695,Dommasandra,999.0,2,32.9,2,76
7696,others,1535.0,3,72.0,3,245
7697,Marathahalli,2524.0,5,180.0,4,169
7698,7th Phase JP Nagar,2095.0,3,150.0,3,7
7699,others,1265.0,2,68.0,2,245
7700,Kudlu Gate,1215.0,2,44.96,2,156
7701,Yelahanka New Town,2200.0,2,180.0,2,242
7702,Electronics City Phase 1,1028.0,2,51.0,2,80
7703,Hegde Nagar,1835.0,2,92.0,3,100
7704,Munnekollal,1800.0,3,65.0,3,173
7705,Sarjapur  Road,2880.0,3,211.0,4,207
7706,Dasanapura,708.0,2,31.15,2,66
7707,Hosakerehalli,925.0,2,46.25,2,108
7708,Bannerghatta Road,2826.0,3,148.0,3,37
7709,Kanakpura Road,648.5,1,33.66,1,135
7710,others,3500.0,4,150.0,4,245
7711,others,5400.0,4,250.0,4,245
7712,Amruthahalli,1450.0,2,90.0,3,15
7713,Kasavanhalli,1100.0,2,65.0,2,138
7714,Kadubeesanahalli,1185.0,2,55.0,2,123
7715,9th Phase JP Nagar,1900.0,4,80.0,4,9
7716,others,660.0,1,35.0,1,245
7717,Ambedkar Nagar,1920.0,4,121.0,3,14
7718,Sarjapur  Road,3418.0,0,222.0,4,207
7719,1st Phase JP Nagar,4550.0,2,240.0,4,2
7720,Bhoganhalli,1205.0,2,68.32,2,46
7721,Haralur Road,1200.0,2,46.0,2,96
7722,Akshaya Nagar,1421.0,2,73.0,3,12
7723,6th Phase JP Nagar,1250.0,3,48.9,3,6
7724,Whitefield,524.0,1,29.0,1,239
7725,HSR Layout,4200.0,5,245.0,5,95
7726,Rachenahalli,985.0,2,50.17,2,196
7727,Whitefield,2830.0,4,161.0,4,239
7728,others,1140.0,2,60.0,2,245
7729,5th Block Hbr Layout,3600.0,5,130.0,5,4
7730,Raja Rajeshwari Nagar,1700.0,2,86.0,3,197
7731,Devanahalli,1975.0,2,62.425,2,68
7732,Dasarahalli,1333.0,2,86.65,2,67
7733,Electronic City,1258.0,2,85.5,2,78
7734,others,1458.0,2,87.0,3,245
7735,Electronic City,1386.0,2,85.0,2,78
7736,Electronic City,550.0,1,27.0,1,78
7737,Lakshminarayana Pura,1200.0,2,83.0,2,161
7738,others,1081.0,2,39.0,2,245
7739,Whitefield,2135.0,3,149.0,4,239
7740,Whitefield,2500.0,4,100.0,4,239
7741,others,1178.0,2,80.0,2,245
7742,Devarachikkanahalli,991.0,2,40.0,2,69
7743,Gottigere,1493.0,2,90.0,3,87
7744,Subramanyapura,2495.0,3,130.0,3,219
7745,Kammasandra,1080.0,2,31.99,2,133
7746,Dasanapura,814.0,2,53.0,2,66
7747,Electronic City,1025.0,2,50.0,2,78
7748,Whitefield,3075.0,2,188.0,4,239
7749,others,4000.0,8,150.0,7,245
7750,others,1175.0,2,52.86,2,245
7751,KR Puram,1100.0,2,45.0,2,122
7752,Banashankari,1450.0,2,50.75,2,29
7753,6th Phase JP Nagar,1810.0,3,131.0,3,6
7754,Gunjur Palya,1426.0,2,71.0,3,91
7755,Sector 7 HSR Layout,2400.0,2,195.0,3,211
7756,Kalyan nagar,1100.0,2,70.0,2,130
7757,Electronic City Phase II,650.0,1,35.0,1,79
7758,Kaikondrahalli,900.0,2,27.0,2,127
7759,Billekahalli,1360.0,2,110.0,2,47
7760,Yeshwanthpur,674.0,1,36.85,1,244
7761,Whitefield,1655.0,3,110.0,3,239
7762,others,1300.0,2,95.0,2,245
7763,others,936.0,1,53.0,1,245
7764,others,1277.0,2,92.0,2,245
7765,others,1200.0,2,54.0,2,245
7766,Hormavu,1015.0,2,39.08,2,106
7767,Budigere,1153.0,2,60.0,2,55
7768,Kengeri,1035.0,2,51.5,2,143
7769,KR Puram,3300.0,3,255.0,5,122
7770,Uttarahalli,1150.0,2,46.0,2,230
7771,Malleshwaram,1020.0,2,80.0,2,168
7772,Old Madras Road,5530.0,6,212.5,4,188
7773,8th Phase JP Nagar,1160.0,2,95.0,2,8
7774,Brookefield,1225.0,2,72.0,2,54
7775,Nagappa Reddy Layout,1350.0,3,60.0,3,179
7776,Channasandra,830.0,2,36.28,2,59
7777,Jalahalli,905.0,2,55.0,2,118
7778,Vijayanagar,1375.0,2,75.0,3,235
7779,Electronic City,1140.0,2,33.84,2,78
7780,Hormavu,1550.0,2,60.0,3,106
7781,Kannamangala,957.0,2,55.0,2,136
7782,9th Phase JP Nagar,890.0,2,45.0,2,9
7783,KR Puram,3000.0,4,235.0,4,122
7784,others,2400.0,5,150.0,5,245
7785,Rachenahalli,925.0,2,37.0,2,196
7786,Kammasandra,1415.0,2,60.0,2,133
7787,Thanisandra,1225.0,2,37.0,2,223
7788,Hennur Road,2000.0,4,90.0,4,102
7789,Whitefield,840.0,1,57.0,1,239
7790,Thanisandra,1732.0,3,112.0,3,223
7791,others,1200.0,1,45.0,1,245
7792,Bhoganhalli,1260.0,2,69.9,2,46
7793,others,1092.0,2,49.0,2,245
7794,others,827.0,2,34.0,2,245
7795,Chamrajpet,650.0,1,40.0,2,57
7796,Whitefield,1725.0,3,106.0,3,239
7797,Jalahalli,1000.0,2,70.0,2,118
7798,TC Palaya,1350.0,1,55.0,1,221
7799,Bellandur,1717.0,3,110.0,3,43
